Rank;Country;Age;Birthday;Weight;Height;WL_17;T17;Earn17;Career_high;WL_career;T_career;Earn_career
Paul Woerner; 665; GER; 21; 1996.08.23;  ; ;0-0; 0; 8,786; 651; 0-0; 0; 20,145
Javier Barranco Cosano; 666; ESP; 19; 1998.11.17;  ; ;0-0; 0; 4,123; 579; 0-0; 0; 18,335
Nicolas Santos; 667; BRA; 29; 1988.01.05; 80; 183; 0-0; 0; 2,990; 349; 0-0; 0; 85,469
Anis Ghorbel; 668; TUN; 28; 1989.04.24;  ; ;0-1; 0; 6,987; 288; 1-1; 0; 37,339
Gustav Hansson; 669; SWE; 22; 1995.04.15;  ; ;0-0; 0; 4,871; 662; 0-0; 0; 8,684
Emil Ruusuvuori; 670; FIN; 18; 1999.04.02; 75; 185; 0-1; 0; 5,206; 664; 0-1; 0; 6,635
Young Seok Kim; 671; KOR; 22; 1995.05.12;  ; ;0-0; 0; 5,515; 469; 0-0; 0; 29,174
Shalva Dzhanashia; 672; RUS; 25; 1992.08.26; 82; 178; 0-0; 0; 4,882; 672; 0-0; 0; 12,337
Milan Drinic; 673; SRB; 20; 1997.10.16; 75; 185; 0-0; 0; 7,224; 650; 0-0; 0; 12,954
Juan Manuel Benitez Chavarriaga; 674; COL; 22; 1995.09.22; 77;  ;0-0; 0; 5,807; 594; 0-0; 0; 22,168
Blake Ellis; 675; AUS; 18; 1999.01.06; 75; 191; 0-0; 0; 7,293; 673; 0-0; 0; 13,662
Richard Gabb; 676; GBR; 25; 1992.02.12; 80; 175; 0-0; 0; 2,832; 263; 0-0; 0; 80,105
Ryan James Storrie; 677; GBR; 19; 1998.02.28;  ; ;0-0; 0; 12,344; 674; 0-0; 0; 14,920
Fred Simonsson; 678; SWE; 23; 1994.11.27; 75; 188; 0-1; 0; 5,721; 195; 3-9; 0; 52,590
Walter Trusendi; 679; ITA; 32; 1985.01.03;  ; ;0-0; 0; 7,592; 161; 0-0; 0; 173,973
Florent Diep; 680; FRA; 26; 1991.09.24; 80; 191; 0-0; 0; 9,256; 656; 0-0; 0; 39,422
Franco Emanuel Egea; 681; ARG; 21; 1996.01.01; 82;  ;0-0; 0; 6,988; 611; 0-0; 0; 23,920
Gibril Diarra; 682; AUT; 27; 1990.05.26; 85; 196; 0-0; 0; 9,662; 594; 0-0; 0; 39,032
Fabiano De Paula; 683; BRA; 29; 1988.11.28; 78; 178; 0-0; 0; 15,401; 128; 0-3; 0; 171,547
Jaroslav Pospisil; 684; CZE; 36; 1981.02.09; 72; 178; 0-0; 0; 5,827; 103; 1-7; 0; 530,993
Yuya Kibi; 685; JPN; 31; 1986.07.23; 77; 180; 0-0; 0; 4,690; 357; 0-0; 0; 92,961
Anil Yuksel; 686; TUR; 27; 1990.05.19; 78;  ;0-0; 0; 4,644; 471; 0-1; 0; 76,933
Dejan Katic; 687; SRB; 29; 1988.03.07;  ; ;0-0; 0; 7,089; 506; 0-0; 0; 50,005
David Jorda Sanchis; 688; ESP; 23; 1994.06.14;  ; ;0-0; 0; 8,323; 684; 0-0; 0; 18,570
Laurent Rochette; 689; FRA; 29; 1988.02.05; 79; 183; 0-0; 0; 4,236; 202; 0-0; 0; 181,969
Karue Sell; 690; BRA; 24; 1993.11.13; 81; 183; 0-0; 0; 5,438; 686; 0-0; 0; 8,803
Henry Craig; 691; USA; 23; 1994.10.10; 76; 175; 0-0; 0; 6,308; 688; 0-0; 0; 8,804
Haadin Salim Bava; 689; IND; 23; 1994.12.03;  ; ;0-0; 0; 6,376; 668; 0-0; 0; 14,636
Riccardo Balzerani; 693; ITA; 19; 1998.10.25; 80; 185; 0-0; 0; 8,669; 678; 0-0; 0; 12,274
Maxime Pauwels; 694; BEL; 19; 1998.07.31;  ; ;0-0; 0; 6,783; 694; 0-0; 0; 9,781
Oliver Golding; 695; GBR; 24; 1993.09.29; 84; 188; 0-0; 0; 4,104; 327; 0-3; 0; 99,692
Mikael Torpegaard; 696; DEN; 23; 1994.05.08; 85;  ;0-0; 0; 2,490; 360; 0-0; 0; 28,865
Amine Ahouda; 697; MAR; 20; 1997.09.11; 76; 185; 2-3; 0; 11,449; 668; 2-4; 0; 32,019
Tom Jomby; 698; FRA; 26; 1991.02.18; 96; 198; 0-0; 0; 7,509; 337; 0-0; 0; 35,563
Raphael Baltensperger; 699; SUI; 20; 1997.12.18; 78; 185; 0-0; 0; 7,565; 676; 0-0; 0; 13,992
Michiel De Krom; 700; NED; 19; 1998.06.27;  ; ;0-0; 0; 3,368; 564; 0-0; 0; 12,645
Dominik Boehler; 701; GER; 21; 1996.02.21;  ; ;0-0; 0; 7,310; 648; 0-0; 0; 17,330
Antoine Bellier; 702; SUI; 21; 1996.10.18; 80; 196; 0-1; 0; 4,204; 382; 0-3; 0; 49,656
Harri Heliovaara; 703; FIN; 28; 1989.06.04; 82; 188; 2-0; 0; 1,719; 128; 3-6; 0; 122,662
Andre Gaspar Murta; 704; POR; 23; 1994.08.08; 84; 193; 0-0; 0; 5,488; 480; 1-0; 0; 46,296
Patrick Kypson; 705; USA; 18; 1999.10.28; 79; 188; 0-1; 0; 55,897; 672; 0-1; 0; 58,749
Tak Khunn Wang; 706; FRA; 26; 1991.10.13;  ; ;0-0; 0; 5,570; 265; 0-0; 0; 81,876
Gian Marco Moroni; 707; ITA; 19; 1998.02.13; 85; 185; 0-0; 0; 2,924; 584; 0-0; 0; 16,646
Marat Deviatiarov; 708; UKR; 23; 1994.04.19; 78; 191; 0-0; 0; 4,097; 313; 0-0; 0; 47,176
Roman Khassanov; 709; KAZ; 21; 1996.09.07; 84; 191; 0-0; 0; 8,184; 688; 0-0; 0; 28,253
Juan Lizariturry; 710; ESP; 26; 1991.04.20;  ; ;0-0; 0; 3,516; 329; 0-0; 0; 83,856
Erik Crepaldi; 711; ITA; 27; 1990.05.04;  ; ;0-0; 0; 5,669; 236; 0-0; 0; 122,325
Jaume Pla Malfeito; 712; ESP; 22; 1995.06.03; 73;  ;0-0; 0; 5,809; 314; 0-0; 0; 47,736
Ruan Roelofse; 713; RSA; 28; 1989.11.18; 98; 188; 3-0; 0; 16,357; 122; 8-3; 0; 129,158
Martin Redlicki; 714; USA; 22; 1995.08.24; 91; 196; 0-0; 0; 5,594; 714; 0-0; 0; 26,544
Petr Nouza; 715; CZE; 19; 1998.09.09; 86; 193; 0-0; 0; 2,218; 708; 0-0; 0; 9,960
Michal Dembek; 716; POL; 20; 1997.08.07; 92; 198; 0-0; 0; 4,163; 476; 0-0; 0; 23,482
Santiago Fa Rodriguez Taverna; 717; ARG; 18; 1999.07.16; 80; 188; 0-0; 0; 7,277; 707; 0-0; 0; 17,338
Albert Alcaraz Ivorra; 718; ESP; 22; 1995.05.15; 85; 191; 0-0; 0; 7,862; 377; 0-0; 0; 54,113
Christian Hirschmueller; 719; GER; 24; 1993.03.11; 87; 198; 0-0; 0; 7,268; 671; 0-0; 0; 25,943
Lukas Ollert; 720; GER; 25; 1992.11.25; 70; 175; 0-0; 0; 7,589; 664; 0-0; 0; 15,641
Alexander Igoshin; 721; RUS; 25; 1992.01.10; 92; 191; 0-0; 0; 3,645; 226; 0-0; 0; 53,862
Reda El Amrani; 722; MAR; 29; 1988.05.19; 82; 185; 4-2; 0; 10,707; 160; 10-9; 0; 167,278
Orlando Luz; 723; BRA; 19; 1998.02.08; 78; 180; 0-0; 0; 2,934; 419; 0-1; 0; 45,241
Julian Ocleppo; 724; ITA; 20; 1997.08.01; 80;  ;0-0; 0; 5,845; 264; 0-0; 0; 24,866
Mauricio Echazu; 725; PER; 28; 1989.01.21;  ; ;0-1; 0; 3,327; 376; 0-1; 0; 105,032
Nerman Fatic; 726; BIH; 23; 1994.10.24; 86; 191; 0-0; 0; 6,501; 587; 2-2; 0; 33,297
Manuel Guinard; 727; FRA; 22; 1995.11.15; 79; 198; 0-0; 0; 7,347; 727; 0-0; 0; 14,443
Bernardo Saraiva; 728; POR; 24; 1993.08.06; 73; 188; 0-0; 0; 6,105; 306; 0-0; 0; 20,113
Shane Vinsant; 729; USA; 24; 1993.10.25; 77; 185; 0-0; 0; 3,769; 637; 0-0; 0; 21,371
Masato Shiga; 730; JPN; 26; 1991.08.08;  ; ;0-0; 0; 3,015; 632; 0-0; 0; 41,187
Jacopo Stefanini; 731; ITA; 21; 1996.04.11; 73; 175; 0-0; 0; 4,519; 364; 0-0; 0; 27,459
Issam Haitham Taweel; 732; EGY; 28; 1989.07.10;  ; ;0-0; 0; 4,452; 393; 0-2; 0; 60,294
Marcel Felder; 733; URU; 33; 1984.07.09; 64;  ;0-0; 0; 6,162; 82; 14-16; 0; 234,872
Benjamin Mitchell; 734; AUS; 25; 1992.11.30; 80; 183; 0-0; 0; 4,830; 204; 0-5; 0; 296,202
Or Ram-Harel; 735; ISR; 22; 1995.02.01;  ; ;0-0; 0; 5,170; 732; 0-0; 0; 13,208
Philip Bester; 736; CAN; 29; 1988.10.06; 79; 188; 0-1; 0; 5,589; 140; 1-8; 0; 272,057
Artur Shakhnubaryan; 737; RUS; 21; 1996.08.16; 68; 170; 0-0; 0; 4,944; 735; 0-0; 0; 8,528
Luca Margaroli; 738; SUI; 25; 1992.02.15; 81; 183; 0-3; 0; 22,278; 130; 1-6; 0; 88,922
Jordan Correia; 739; BRA; 20; 1997.07.05;  ; ;0-0; 0; 5,743; 731; 0-0; 0; 10,665
Kirill Kivattsev; 740; RUS; 20; 1997.10.10; 83; 193; 0-0; 0; 6,138; 738; 0-0; 0; 12,459
Neil Pauffley; 741; GBR; 27; 1990.03.29; 80; 188; 0-0; 0; 12,910; 406; 0-0; 0; 66,979
Marcelo Zormann; 742; BRA; 21; 1996.06.10; 80; 180; 0-0; 0; 5,379; 273; 0-0; 0; 44,783
Aryan Goveas; 743; IND; 19; 1998.07.09;  ; ;0-0; 0; 7,646; 679; 0-0; 0; 14,850
Christoph Negritu; 744; GER; 23; 1994.03.21; 79; 193; 0-0; 0; 2,493; 430; 0-0; 0; 27,350
Andre Begemann; 745; GER; 33; 1984.07.12; 90; 188; 8-17; 0; 90,288; 36; 86-95; 4; 733,577
Stephan Fransen; 746; NED; 29; 1988.08.08;  ; ;0-0; 0; 3,592; 744; 0-0; 0; 64,446
Kaito Uesugi; 747; JPN; 22; 1995.06.02; 70; 180; 0-0; 0; 1,623; 640; 0-0; 0; 11,318
Carl Soderlund; 748; SWE; 20; 1997.06.03; 80; 188; 0-0; 0; 5,215; 387; 1-1; 0; 26,572
Adam Chadaj; 749; POL; 33; 1984.05.01; 72; 178; 0-0; 0; 4,640; 202; 3-1; 0; 152,141
Vitaly Kozyukov; 750; RUS; 23; 1994.06.02; 82; 188; 0-0; 0; 4,305; 536; 0-0; 0; 27,649
Jea Moon Lee; 751; KOR; 24; 1993.07.02;  ; ;0-2; 0; 3,111; 431; 0-2; 0; 15,452
Anton Zaitcev; 752; RUS; 30; 1987.07.22; 71; 180; 0-0; 0; 4,065; 296; 0-0; 0; 67,355
Alexandar Lazarov; 753; BUL; 20; 1997.11.06; 72; 188; 0-1; 0; 11,235; 541; 2-3; 0; 19,528
Pavel Nejedly; 754; CZE; 24; 1993.02.13; 76; 180; 0-0; 0; 6,228; 604; 0-0; 0; 24,933
Fernando Romboli; 755; BRA; 28; 1989.01.04; 81; 180; 0-0; 0; 9,386; 153; 0-1; 0; 202,477
Jaime Fermosell Delgado; 756; ESP; 20; 1997.12.06; 65; 178; 0-0; 0; 7,698; 754; 0-0; 0; 18,812
Markos Kalovelonis; 757; RUS; 23; 1994.05.18; 88;  ;0-0; 0; 3,609; 290; 0-2; 0; 55,593
Volodoymyr Uzhylovskyi; 742; UKR; 29; 1988.03.25; 105; 196; 0-0; 0; 10,519; 200; 0-0; 0; 64,845
Carlos Salamanca; 759; COL; 34; 1983.01.15; 83; 196; 0-0; 0; 3,360; 137; 3-5; 0; 338,323
Collin Altamirano; 760; USA; 22; 1995.12.07; 84; 188; 0-0; 0; 4,071; 732; 0-1; 0; 59,488
Tae-Woo Lee; 761; KOR; 26; 1991.12.19;  ; ;0-0; 0; 3,810; 761; 0-0; 0; 6,093
Caio Zampieri; 762; BRA; 31; 1986.05.27; 79; 183; 0-0; 0; 7,145; 114; 0-1; 0; 292,766
Sam Riffice; 763; USA; 18; 1999.03.01;  ; ;0-0; 0; 4,856; 756; 0-0; 0; 6,438
Julien Dubail; 764; BEL; 29; 1988.02.14; 78; 193; 0-0; 0; 5,725; 371; 0-0; 0; 85,064
Bastian Malla; 765; CHI; 21; 1996.09.22;  ; ;0-0; 0; 4,080; 362; 0-0; 0; 45,691
Giovanni Fonio; 766; ITA; 19; 1998.05.07;  ; ;0-0; 0; 5,835; 766; 0-0; 0; 9,038
Thomas Fancutt; 767; AUS; 22; 1995.02.25; 87; 191; 0-0; 0; 7,286; 604; 0-0; 0; 30,701
Denis Matsukevich; 768; RUS; 31; 1986.03.28; 80; 191; 0-0; 0; 5,408; 155; 1-2; 0; 263,067
Vadym Ursu; 769; UKR; 20; 1997.01.01; 71; 183; 0-0; 0; 3,121; 508; 0-0; 0; 26,513
Domagoj Biljesko; 770; CRO; 20; 1997.06.28;  ; ;0-0; 0; 2,925; 528; 0-0; 0; 17,514
Ken Onishi; 771; JPN; 21; 1996.02.18; 67; 170; 0-0; 0; 6,112; 684; 0-0; 0; 18,994
Jakob Sude; 772; GER; 26; 1991.06.18; 89; 193; 0-0; 0; 4,499; 326; 0-0; 0; 29,162
David Poljak; 773; CZE; 21; 1996.05.17; 76; 188; 0-0; 0; 3,326; 667; 0-0; 0; 27,617
Seong-chan Hong; 774; KOR; 20; 1997.06.30; 65; 175; 0-2; 0; 7,549; 343; 2-4; 0; 30,006
Aziz Dougaz; 775; TUN; 20; 1997.03.26; 77; 188; 0-0; 0; 2,362; 626; 0-0; 0; 17,880
Adam El Mihdawy; 776; USA; 28; 1989.08.09;  ; ;0-0; 0; 7,004; 281; 0-0; 0; 139,634
Peter Heller; 777; GER; 25; 1992.08.12; 75; 188; 0-0; 0; 1,767; 562; 0-0; 0; 52,385
Duje Kekez; 778; CRO; 24; 1993.03.30;  ; ;0-0; 0; 6,283; 422; 0-0; 0; 51,498
Jaime Pulgar-Garcia; 779; ESP; 28; 1989.04.05;  ; ;0-0; 0; 3,444; 274; 0-0; 0; 71,101
Cameron Silverman; 780; USA; 25; 1992.05.11; 79; 185; 0-0; 0; 2,418; 378; 0-0; 0; 23,625
Hunter Callahan; 781; USA; 25; 1992.12.21; 77; 191; 0-0; 0; 4,802; 388; 0-0; 0; 21,043
Gonzalo Villanueva; 782; ARG; 22; 1995.01.13; 70; 175; 0-0; 0; 3,005; 700; 0-0; 0; 33,586
Mikhail Korovin; 783; RUS; 21; 1996.02.26; 65; 180; 0-0; 0; 7,053; 783; 0-0; 0; 14,484
Juan Sebastian Gomez; 785; COL; 25; 1992.03.05;  ; ;0-0; 0; 3,734; 469; 0-0; 0; 71,605
Pruchya Isaro; 786; THA; 22; 1995.10.16; 70; 175; 0-0; 0; 2,502; 313; 2-1; 0; 31,542
Evan Zhu; 787; USA; 19; 1998.08.15; 70; 185; 0-0; 0; 5,890; 787; 0-0; 0; 10,215
Timur Khabibulin; 788; KAZ; 22; 1995.08.02; 83; 185; 1-0; 0; 7,832; 219; 1-0; 0; 44,564
Jeremy Beale; 789; AUS; 23; 1994.10.04; 83; 193; 0-0; 0; 5,146; 721; 0-0; 0; 16,777
Claudio Fortuna; 790; ITA; 27; 1990.04.19;  ; ;0-0; 0; 4,959; 384; 0-0; 0; 64,501
Benjamin Sigouin; 791; CAN; 18; 1999.06.03; 73; 193; 0-0; 0; 10,763; 782; 0-0; 0; 18,449
Matej Sabanov; 792; CRO; 25; 1992.06.25; 74; 180; 0-0; 0; 8,858; 203; 0-0; 0; 51,086
Jorge Montero; 793; CHI; 27; 1990.09.21;  ; ;0-0; 0; 3,443; 339; 0-0; 0; 50,150
Sebastien Boltz; 794; FRA; 24; 1993.04.05; 74; 178; 0-0; 0; 6,629; 276; 0-0; 0; 62,323
Pavel Krainik; 795; CAN; 25; 1992.09.28;  ; ;0-0; 0; 8,736; 624; 0-0; 0; 54,456
Niels Lootsma; 796; NED; 23; 1994.08.15; 78; 193; 0-1; 0; 7,679; 252; 0-1; 0; 51,305
Oleg Khotkov; 797; UKR; 27; 1990.03.11;  ; ;0-0; 0; 7,665; 781; 0-0; 0; 18,712
Christopher Rungkat; 798; INA; 27; 1990.01.14; 68; 175; 1-1; 0; 21,938; 119; 11-6; 0; 130,147
Yusuke Watanuki; 799; JPN; 27; 1990.05.20; 64; 168; 0-0; 0; 1,914; 520; 0-0; 0; 47,753
Alexander Erler; 800; AUT; 20; 1997.10.27;  ; ;0-0; 0; 2,466; 621; 0-1; 0; 12,330
Mikhail Fufygin; 801; RUS; 27; 1990.05.13;  ; ;0-0; 0; 2,500; 277; 0-0; 0; 68,417
Bogdan Borza; 802; ROU; 20; 1997.04.05;  ; ;0-2; 0; 5,582; 707; 0-2; 0; 16,408
Kevin Griekspoor; 803; NED; 26; 1991.01.10; 82; 193; 0-0; 0; 5,352; 655; 0-0; 0; 26,730
Viktor Filipenko; 804; HUN; 26; 1991.09.25;  ; ;0-0; 0; 2,603; 709; 0-0; 0; 28,090
Jumpei Yamasaki; 805; JPN; 20; 1997.07.02; 75; 180; 0-0; 0; 5,927; 577; 0-0; 0; 18,400
Sem Verbeek; 806; NED; 23; 1994.04.12; 83; 193; 0-0; 0; 7,478; 257; 0-0; 0; 18,190
Nicola Ghedin; 807; ITA; 29; 1988.09.26; 74; 175; 0-0; 0; 6,298; 450; 0-0; 0; 48,277
Giovanni Lapentti; 808; ECU; 34; 1983.01.25; 91; 193; 1-1; 0; 8,386; 110; 19-37; 0; 588,402
Antal Van Der Duim; 809; NED; 30; 1987.09.16; 80; 185; 0-0; 0; 3,776; 214; 0-1; 0; 199,933
Felipe Martinez Sarrasague; 810; ARG; 20; 1997.04.02; 81; 178; 0-0; 0; 3,775; 804; 0-0; 0; 6,359
Zihao Xia; 811; CHN; 20; 1997.01.30; 76;  ;0-0; 0; 3,090; 676; 0-0; 0; 23,043
Geronimo Espin Busleiman; 812; ARG; 20; 1997.12.02;  ; ;0-0; 0; 3,984; 812; 0-0; 0; 7,618
Wil Spencer; 813; USA; 28; 1989.09.08; 69; 183; 0-0; 0; 6,637; 478; 0-0; 0; 33,897
Sebastian Prechtel; 814; GER; 21; 1996.05.14;  ; ;0-0; 0; 4,554; 791; 0-0; 0; 12,118
Patrik Brydolf; 815; SWE; 26; 1991.11.27;  ; ;0-0; 0; 5,154; 523; 0-0; 0; 45,707
Timur Kiyamov; 816; RUS; 21; 1996.10.30;  ; ;0-0; 0; 4,911; 813; 0-0; 0; 18,274
Petru-Alexandru Luncanu; 817; ROU; 28; 1989.05.07; 80; 185; 0-0; 0; 3,019; 286; 0-3; 0; 146,026
Rigele Te; 818; CHN; 20; 1997.10.09; 80; 188; 0-0; 0; 16,052; 629; 0-0; 0; 43,405
Gabriel Petit; 819; FRA; 22; 1995.08.22;  ; ;0-0; 0; 5,317; 817; 0-0; 0; 15,518
Ricardo Rodriguez - Pace; 820; VEN; 24; 1993.04.28;  ; ;2-2; 0; 6,859; 282; 17-8; 0; 74,135
Bogdan Bobrov; 821; RUS; 20; 1997.09.16; 74; 185; 0-0; 0; 6,494; 803; 0-0; 0; 16,123
Peter Bothwell; 822; IRL; 22; 1995.09.28;  ; ;0-0; 0; 3,064; 493; 0-0; 0; 20,603
Nicolo Turchetti; 823; ITA; 21; 1996.05.29; 68; 180; 0-0; 0; 2,139; 807; 0-0; 0; 15,350
Florian Fallert; 824; GER; 25; 1992.05.25; 73; 183; 0-0; 0; 6,685; 412; 0-0; 0; 48,342
Sergio Martos Gornes; 825; ESP; 23; 1994.10.19; 80; 185; 0-0; 0; 9,294; 220; 0-0; 0; 46,045
Yurii Dzhavakian; 826; UKR; 24; 1993.05.07; 80;  ;0-0; 0; 7,049; 704; 0-0; 0; 19,918
Tristan Meraut; 827; FRA; 22; 1995.12.27; 80; 185; 0-0; 0; 2,990; 827; 0-0; 0; 5,276
Jonas Luetjen; 828; GER; 27; 1990.08.13; 82; 188; 0-0; 0; 1,312; 536; 0-0; 0; 27,685
Ryan Haviland; 829; USA; 37; 1980.12.12; 82; 188; 0-0; 0; 3,686; 516; 0-0; 0; 27,919
Min-Kyu Song; 830; KOR; 27; 1990.08.25; 77; 183; 0-0; 0; 1,836; 417; 0-2; 0; 26,304
Nik Razborsek; 831; SLO; 24; 1993.10.04; 68; 175; 0-0; 0; 4,140; 521; 0-2; 0; 28,163
Tom Kocevar-Desman; 832; SLO; 27; 1990.07.10; 77; 180; 0-0; 0; 4,544; 349; 1-4; 0; 43,690
Germain Gigounon; 833; BEL; 28; 1989.04.20; 73; 178; 0-0; 0; 5,020; 185; 0-1; 0; 214,908
Daniel Appelgren; 834; SWE; 21; 1996.05.06; 67; 175; 0-0; 0; 5,585; 695; 0-0; 0; 20,944
Igor Marcondes; 822; BRA; 20; 1997.06.16; 72; 185; 0-0; 0; 2,604; 526; 0-0; 0; 15,753
Lucas Gomez; 836; MEX; 22; 1995.08.11; 72; 178; 0-0; 0; 2,656; 580; 0-0; 0; 71,866
Ricardo Hocevar; 837; BRA; 32; 1985.05.09; 80; 180; 0-0; 0; 5,262; 149; 0-5; 0; 363,656
Alejandro Tabilo; 838; CHI; 20; 1997.06.02; 80; 193; 0-0; 0; 3,981; 426; 0-0; 0; 24,755
Maciej Smola; 839; POL; 24; 1993.03.24; 92; 196; 0-0; 0; 4,345; 386; 0-0; 0; 43,488
Temur Ismailov; 840; UZB; 22; 1995.01.14;  ; ;1-1; 0; 9,354; 397; 1-4; 0; 71,631
Alon Elia; 841; ISR; 22; 1995.06.12;  ; ;0-0; 0; 2,577; 744; 0-0; 0; 22,398
Mikhail Elgin; 842; RUS; 36; 1981.10.14; 78; 183; 7-9; 0; 66,616; 53; 62-91; 1; 837,359
James Ward; 843; GBR; 30; 1987.02.09; 74; 191; 0-2; 0; 67,537; 89; 25-57; 0; 1,222,984
Jimmy Wang; 844; TPE; 32; 1985.02.08; 73; 180; 0-0; 0; 3,920; 85; 41-48; 0; 1,143,626
Florian Lakat; 845; FRA; 22; 1995.08.03; 92; 196; 0-0; 0; 4,343; 414; 0-0; 0; 12,567
Sebastian Korda; 846; USA; 17; 2000.07.05; 70; 193; 0-0; 0; 4,584; 843; 0-0; 0; 5,682
Mate Valkusz; 847; HUN; 19; 1998.08.13;  ; ;0-0; 0; 4,497; 802; 0-0; 0; 7,199
Camilo Ugo Carabelli; 848; ARG; 18; 1999.06.17; 83; 185; 0-0; 0; 3,502; 776; 0-0; 0; 9,785
Rrezart Cungu; 849; MNE; 19; 1998.07.18;  ; ;0-0; 0; 4,532; 810; 0-0; 0; 7,479
Julian Onken; 850; GER; 29; 1988.05.29; 68; 191; 0-0; 0; 4,707; 693; 0-0; 0; 15,003
Denis Klok; 851; RUS; 19; 1998.05.26;  ; ;0-0; 0; 5,708; 849; 0-0; 0; 8,958
Soichiro Moritani; 852; JPN; 23; 1994.08.12;  ; ;0-0; 0; 4,041; 454; 0-0; 0; 22,842
Luca Gelhardt; 853; GER; 23; 1994.12.28;  ; ;0-0; 0; 5,529; 850; 0-0; 0; 7,953
Peter Goldsteiner; 854; AUT; 27; 1990.07.31; 65; 173; 0-0; 0; 5,669; 738; 0-0; 0; 29,840
Oleksandr Bielinskyi; 855; UKR; 23; 1994.05.01; 80; 185; 0-0; 0; 2,286; 694; 0-0; 0; 13,148
Omar Salman; 856; BEL; 21; 1996.04.22; 74; 180; 0-0; 0; 5,753; 488; 0-0; 0; 28,848
Yuichi Ito; 857; JPN; 31; 1986.08.06;  ; ;0-0; 0; 3,120; 328; 0-0; 0; 108,963
Raleigh Smith; 858; USA; 26; 1991.10.15; 75; 178; 0-0; 0; 2,817; 535; 0-0; 0; 20,733
Muhammet Haylaz; 859; TUR; 22; 1995.10.26;  ; ;0-0; 0; 7,810; 729; 0-0; 0; 27,141
Nicolas Alvarez; 860; PER; 21; 1996.06.08; 75; 185; 0-2; 0; 2,390; 860; 4-2; 0; 5,408
Isak Arvidsson; 861; SWE; 25; 1992.08.06; 79; 188; 0-1; 0; 6,433; 183; 3-11; 0; 75,435
Dan Added; 862; FRA; 18; 1999.04.13;  ; ;0-0; 0; 2,071; 592; 0-0; 0; 7,871
Cristobal Saavedra-Corvalan; 863; CHI; 27; 1990.08.01;  ; ;0-0; 0; 2,025; 230; 0-0; 0; 136,667
Wilfredo Gonzalez; 864; GUA; 24; 1993.01.06; 82; 191; 1-1; 0; 2,004; 775; 1-3; 0; 11,180
Pierre Faivre; 865; FRA; 21; 1996.02.12;  ; ;0-0; 0; 4,475; 813; 0-0; 0; 8,967
Maxim Ratniuk; 866; RUS; 21; 1996.04.28; 80; 185; 0-0; 0; 4,793; 789; 0-0; 0; 18,855
Nicolas Alberto Arreche; 867; ARG; 23; 1994.09.15; 70; 175; 0-0; 0; 4,371; 587; 0-0; 0; 23,776
Thomas Setodji; 868; FRA; 22; 1995.10.13;  ; ;0-0; 0; 5,620; 820; 0-0; 0; 8,870
Fran Zvonimir Zgombic; 869; CRO; 21; 1996.01.24; 80; 180; 0-0; 0; 2,730; 624; 0-0; 0; 15,025
Ryota Tanuma; 870; JPN; 22; 1995.09.22; 63; 180; 0-0; 0; 5,697; 726; 0-0; 0; 22,221
Daniil Zarichanskyy; 871; UKR; 19; 1998.01.01; 78; 183; 0-0; 0; 4,413; 440; 0-0; 0; 17,154
Emil Reinberg; 872; USA; 20; 1997.04.20;  ; ;0-0; 0; 2,510; 836; 0-0; 0; 7,911
Danny Thomas; 873; USA; 18; 1999.11.22; 79; 183; 0-0; 0; 4,176; 870; 0-0; 0; 17,593
Bastian Trinker; 874; AUT; 27; 1990.05.11; 83; 191; 0-0; 0; 3,210; 241; 1-2; 0; 100,957
David Souto; 875; VEN; 25; 1992.03.26;  ; ;0-0; 0; 2,978; 208; 9-6; 0; 86,420
Jeffrey Schorsch; 876; USA; 22; 1995.02.11; 79; 188; 0-0; 0; 4,443; 873; 0-0; 0; 6,167
Artem Dubrivnyy; 877; RUS; 18; 1999.01.31;  ; ;0-0; 0; 5,066; 871; 0-0; 0; 9,776
Adrian Obert; 877; GER; 22; 1995.03.19;  ; ;0-0; 0; 3,746; 864; 0-0; 0; 10,298
Yuta Shimizu; 879; JPN; 18; 1999.06.09; 62; 163; 0-0; 0; 3,711; 875; 0-0; 0; 4,437
Sho Shimabukuro; 880; JPN; 20; 1997.07.30; 75; 183; 0-0; 0; 5,067; 872; 0-0; 0; 6,381
Maxime Tchoutakian; 881; FRA; 23; 1994.01.03; 68; 183; 0-0; 0; 4,097; 666; 0-0; 0; 25,505
Jorge Panta; 882; PER; 22; 1995.07.22; 76; 3; 0-0; 0; 3,879; 512; 2-2; 0; 31,344
Matej Vocel; 883; CZE; 20; 1997.05.20; 88; 188; 0-0; 0; 4,481; 358; 0-0; 0; 18,055
Vladimir Polyakov; 884; RUS; 23; 1994.06.18; 73; 178; 0-0; 0; 4,593; 390; 0-0; 0; 28,059
Sarp Agabigun; 885; TUR; 20; 1997.06.12; 75; 178; 0-1; 0; 6,632; 322; 0-1; 0; 32,909
Daniel Nolan; 886; AUS; 20; 1997.03.12; 72; 175; 0-0; 0; 4,601; 383; 0-0; 0; 28,499
Adrian Andrzejczuk; 887; POL; 21; 1996.03.18; 85; 193; 0-0; 0; 5,556; 375; 0-0; 0; 22,105
Skander Mansouri; 888; TUN; 22; 1995.07.23; 86; 193; 1-1; 0; 3,328; 512; 2-4; 0; 21,211
Harrison Adams; 889; USA; 23; 1994.05.25;  ; ;0-0; 0; 3,454; 508; 0-0; 0; 10,766
